Price,City,State,Bedrooms,Bathrooms,Area_Sqft,Lot Size,Year Built,Days on Market,Property Type
1103898.0,Sacramento,TX,2,1,1088,4186,1983,58,Multi-Family
324492.0,Fresno,FL,2,1,3618,4317,1998,116,Apartment
442170.0,San Francisco,CA,6,4,1647,6299,2008,52,Apartment
1081035.0,Los Angeles,NY,5,4,2892,8833,2002,52,Multi-Family
249975.0,Fresno,TX,5,1,2625,5667,1968,96,Townhouse
754480.0,San Diego,IL,1,4,2042,4863,1958,120,Multi-Family
362957.0,Los Angeles,IL,5,2,3482,1702,2011,92,Apartment
1387573.0,San Diego,IL,3,4,1949,5913,1975,84,Single Family
1257567.0,Fresno,IL,2,1,3887,8829,1957,43,Condo
1217931.0,San Diego,IL,1,3,2977,3400,2004,62,Multi-Family
1369617.0,San Diego,FL,4,3,2199,3140,1974,64,Apartment
1367380.0,Los Angeles,FL,6,2,2960,8344,2011,33,Multi-Family
653513.0,San Francisco,CA,3,2,862,6303,1972,64,Multi-Family
1052313.0,Sacramento,IL,1,4,2552,4272,1998,81,Single Family
1402065.0,Fresno,NY,6,1,3504,3470,1952,45,Townhouse
258025.0,Sacramento,TX,2,2,2930,9853,1993,8,Multi-Family
1346411.0,San Francisco,FL,1,1,2849,8155,1952,104,Condo
765276.0,Fresno,TX,5,2,2415,6387,1950,50,Single Family
1478929.0,Los Angeles,NY,1,2,3351,1858,1962,102,Condo
616741.0,Fresno,FL,2,1,1258,2818,1966,73,Apartment
1089190.0,San Francisco,CA,4,1,787,5227,1999,119,Single Family
733862.0,Sacramento,IL,6,1,2342,5419,1984,46,Apartment
367764.0,San Diego,NY,3,1,2761,9262,1960,99,Townhouse
890978.0,Sacramento,IL,1,4,3887,3596,2000,119,Multi-Family
139928.0,San Francisco,CA,1,3,2093,1094,1977,34,Apartment
574704.0,Los Angeles,NY,1,1,903,6122,2006,43,Apartment
454473.0,Fresno,IL,5,2,3693,9896,1951,87,Apartment
548614.0,Sacramento,IL,3,1,3527,3201,2008,108,Condo
741710.0,Sacramento,CA,1,4,1224,3876,2001,27,Townhouse
1300809.0,San Francisco,CA,5,4,2543,7979,2001,108,Multi-Family
347172.0,Los Angeles,CA,5,1,3638,2063,2017,43,Condo
843750.0,Fresno,CA,1,3,1069,3385,2010,43,Apartment
833347.0,San Diego,TX,4,4,2669,3606,1958,40,Multi-Family
1440759.0,San Diego,TX,5,3,1012,6279,1954,94,Condo
1100894.0,San Diego,NY,6,4,1741,5632,1970,86,Apartment
671356.0,San Francisco,IL,5,4,734,1972,2006,1,Multi-Family
1194026.0,Los Angeles,IL,4,2,3407,3199,2009,96,Apartment
258887.0,Los Angeles,IL,5,3,1232,3758,1976,57,Condo
204548.0,San Francisco,NY,3,4,2665,4095,2020,61,Apartment
1167370.0,Fresno,IL,5,1,823,4310,2021,88,Townhouse
1009558.0,Sacramento,NY,4,2,3944,7637,1983,27,Townhouse
1256611.0,Sacramento,CA,2,4,3037,9989,1956,25,Townhouse
439407.0,San Francisco,IL,2,4,2796,7855,1969,15,Apartment
115004.0,San Francisco,FL,4,3,2671,8290,1967,11,Condo
204351.0,Los Angeles,NY,4,3,1540,4699,1962,34,Multi-Family
231952.0,San Francisco,CA,5,3,3428,3914,2015,43,Condo
1451974.0,Sacramento,CA,6,3,2284,4615,1964,55,Multi-Family
970820.0,Sacramento,CA,5,3,1506,3116,2004,117,Townhouse
327979.0,San Francisco,TX,4,2,2154,9985,1971,71,Single Family
1277005.0,Fresno,IL,5,3,3518,5620,2002,12,Townhouse
1411376.0,San Diego,NY,5,3,2666,5243,1995,16,Condo
603748.0,San Diego,IL,3,1,3411,6632,1956,88,Condo
1388656.0,Sacramento,NY,5,3,1628,2454,2002,76,Apartment
190705.0,Fresno,NY,6,2,3167,9130,1957,120,Townhouse
878059.0,Sacramento,NY,1,3,3060,4666,1974,46,Multi-Family
581015.0,San Diego,CA,5,2,1800,8145,1987,49,Single Family
1129910.0,San Francisco,CA,2,3,1809,2168,1988,26,Condo
1122084.0,San Diego,NY,6,2,3061,8290,2000,78,Townhouse
903726.0,Los Angeles,FL,3,1,2988,7286,2017,36,Apartment
242071.0,Los Angeles,IL,3,1,2897,9444,1997,90,Single Family
208486.0,Los Angeles,CA,4,2,3524,3925,1955,115,Apartment
860219.0,San Francisco,NY,6,1,963,5769,2008,78,Condo
215904.0,San Diego,TX,6,4,2701,9476,1995,47,Multi-Family
1355937.0,Sacramento,CA,5,2,904,9151,1956,75,Apartment
100866.0,Fresno,NY,1,1,2107,6485,2012,10,Apartment
1131957.0,San Francisco,IL,1,4,2573,6461,2022,22,Apartment
441645.0,San Diego,CA,2,1,3733,1332,1960,114,Condo
1296346.0,Los Angeles,FL,5,1,3232,2119,2019,43,Multi-Family
162697.0,Sacramento,IL,6,3,1624,1726,1972,18,Townhouse
233832.0,Los Angeles,IL,3,4,2722,8216,1998,14,Condo
946472.0,Fresno,CA,2,3,1009,8969,2022,58,Condo
339864.0,Fresno,FL,3,1,3584,1287,1968,109,Townhouse
996664.0,San Diego,CA,5,3,939,9095,1982,66,Single Family
891575.0,Sacramento,FL,2,4,1845,3851,1998,91,Multi-Family
725711.0,San Francisco,CA,6,1,803,6903,2010,27,Apartment
644055.0,Fresno,NY,1,3,2972,5735,1955,81,Townhouse
493145.0,Fresno,TX,5,2,2880,2593,1981,82,Condo
204309.0,San Francisco,NY,4,3,3377,6022,2010,38,Condo
517031.0,San Francisco,IL,3,1,2633,4383,1972,49,Single Family
1204990.0,San Francisco,CA,3,1,2785,6544,2009,47,Apartment
1001011.0,San Diego,IL,6,1,1905,4957,1975,12,Apartment
1021673.0,San Francisco,FL,4,2,3019,8469,1969,57,Condo
1289770.0,Los Angeles,IL,3,2,3728,4055,1980,50,Condo
1107344.0,San Diego,CA,6,2,1448,8937,1990,87,Multi-Family
369317.0,San Francisco,IL,5,4,2607,3593,2010,91,Townhouse
895834.0,Sacramento,NY,1,2,1418,9398,1975,47,Multi-Family
1229258.0,Fresno,NY,2,1,2690,3636,1955,56,Condo
598034.0,Fresno,CA,4,3,2174,3623,1970,65,Townhouse
1425415.0,San Diego,CA,3,4,3225,7924,1972,22,Townhouse
998214.0,Sacramento,NY,3,2,1102,7579,2010,6,Apartment
978002.0,Fresno,CA,3,3,2310,2680,1968,108,Apartment
417290.0,Fresno,FL,3,3,2374,9265,1950,46,Townhouse
1400298.0,Los Angeles,FL,6,2,2943,4739,1975,3,Multi-Family
633891.0,San Francisco,NY,4,4,3481,8346,1967,14,Townhouse
365175.0,San Francisco,CA,1,2,3651,7482,1954,18,Multi-Family
1137506.0,Sacramento,CA,2,1,1385,3062,2009,42,Single Family
506158.0,Fresno,CA,5,4,2306,1972,1985,8,Multi-Family
518222.0,Fresno,NY,4,2,1462,2320,2000,114,Single Family
321323.0,San Francisco,IL,6,1,1053,7863,2012,30,Condo
130843.0,Los Angeles,IL,3,2,1430,5008,2008,54,Single Family
466691.0,San Francisco,CA,1,2,1741,2238,2014,18,Condo
430345.0,San Francisco,CA,2,1,3871,8875,1990,44,Apartment
179767.0,Sacramento,NY,3,2,2531,9649,1987,47,Single Family
1321540.0,Fresno,FL,1,4,1697,3282,1964,108,Single Family
814097.0,San Francisco,FL,4,3,1874,3262,2006,74,Condo
305871.0,San Diego,NY,2,1,1084,6213,1982,20,Multi-Family
511660.0,Los Angeles,FL,6,4,1268,6416,1988,45,Apartment
100366.0,Los Angeles,IL,5,3,1383,1172,1966,102,Condo
482895.0,San Francisco,IL,2,3,1942,6402,1967,103,Single Family
1205338.0,Sacramento,FL,6,4,3763,5643,1990,68,Townhouse
991560.0,Fresno,CA,3,1,3594,8781,2004,32,Condo
1399592.0,San Francisco,FL,3,3,2107,3647,1974,41,Single Family
257927.0,San Diego,NY,6,2,3845,2577,2019,108,Apartment
632033.0,Los Angeles,IL,4,2,2424,9094,1964,97,Condo
328592.0,Los Angeles,TX,5,2,782,7738,1981,60,Condo
1491526.0,Fresno,NY,1,1,1372,7782,2001,82,Apartment
241995.0,Los Angeles,FL,4,4,2842,4737,1987,24,Single Family
183679.0,San Francisco,FL,5,1,3566,2593,1968,32,Townhouse
803730.0,San Diego,IL,2,3,2648,4097,1962,83,Townhouse
707137.0,San Diego,IL,6,4,1102,1279,1954,48,Apartment
121284.0,Fresno,FL,6,3,3267,8097,1998,116,Single Family
430954.0,Los Angeles,FL,6,4,764,3879,1975,3,Single Family
890970.0,Sacramento,IL,2,2,3929,6154,1991,108,Townhouse
459948.0,Los Angeles,IL,5,1,1287,5152,2000,114,Townhouse
1060149.0,Sacramento,FL,5,3,1000,4951,1982,40,Townhouse
556583.0,San Francisco,TX,1,2,2585,3762,1982,44,Condo
200783.0,San Diego,IL,4,1,2784,1944,1983,102,Apartment
243533.0,San Diego,NY,4,3,2702,3639,1969,79,Condo
408518.0,Fresno,FL,1,3,1152,4219,2012,49,Single Family
1371610.0,Fresno,NY,4,2,2668,5454,1968,89,Condo
1436618.0,Fresno,TX,4,2,1979,2167,1956,53,Multi-Family
1359152.0,Fresno,TX,2,2,3125,2175,2001,25,Townhouse
589245.0,Fresno,CA,1,1,794,1177,1987,39,Townhouse
1427494.0,Los Angeles,NY,4,4,2514,7593,1994,100,Townhouse
1230642.0,San Francisco,FL,5,4,2342,6874,2021,61,Condo
1304385.0,Los Angeles,NY,4,3,878,4083,2004,41,Condo
747218.0,San Diego,CA,3,4,2623,1356,2020,44,Condo
414153.0,San Diego,FL,1,4,1065,3682,1956,113,Condo
1471246.0,San Francisco,FL,4,4,3930,3160,1992,71,Multi-Family
233461.0,San Diego,TX,2,4,2715,2504,1987,41,Condo
415590.0,Sacramento,FL,2,4,820,8355,1958,43,Apartment
628913.0,San Francisco,CA,1,2,3131,6904,1980,9,Condo
1161136.0,Fresno,TX,5,4,1576,3947,1983,4,Townhouse
1187629.0,Los Angeles,FL,4,4,1977,7601,1981,73,Condo
1411862.0,Fresno,NY,3,2,650,2491,1976,56,Condo
631172.0,San Francisco,IL,6,3,3655,8072,1983,18,Apartment
1453453.0,San Francisco,FL,6,1,1300,3142,2004,29,Apartment
157884.0,Los Angeles,TX,3,4,1577,6868,1965,39,Multi-Family
1193460.0,Fresno,IL,6,2,1775,3631,1952,93,Multi-Family
566443.0,Los Angeles,NY,2,2,665,2481,1988,53,Condo
540820.0,Sacramento,TX,5,3,3824,1336,1973,29,Single Family
148463.0,San Francisco,TX,3,2,3549,4940,1962,16,Apartment
922164.0,Los Angeles,IL,4,3,2329,2940,2019,69,Apartment
925438.0,Sacramento,CA,2,3,2307,7339,2019,37,Apartment
421606.0,Sacramento,NY,6,1,2345,7348,2009,22,Apartment
913878.0,Sacramento,FL,2,1,3288,1472,1984,38,Multi-Family
1258728.0,San Francisco,IL,3,4,2128,1335,1992,100,Single Family
672952.0,San Diego,NY,3,4,1166,6068,2002,34,Single Family
1254323.0,Los Angeles,CA,4,3,1051,6205,2019,72,Multi-Family
157609.0,Los Angeles,CA,3,2,1100,8618,2019,11,Multi-Family
1319677.0,Los Angeles,TX,6,3,1310,6670,1967,120,Townhouse
144964.0,Sacramento,IL,5,3,1141,8933,1994,62,Apartment
1246074.0,San Francisco,IL,4,3,1907,6531,2007,52,Single Family
339783.0,Sacramento,FL,1,4,3346,6926,1953,100,Single Family
1069438.0,Los Angeles,IL,1,3,1684,6802,1992,82,Multi-Family
391685.0,Los Angeles,NY,5,2,1816,7277,1983,36,Condo
1273944.0,Los Angeles,CA,3,3,2465,8960,1993,31,Apartment
832115.0,Sacramento,TX,3,1,3103,7144,2016,75,Single Family
738248.0,Los Angeles,CA,1,3,1081,6201,1960,98,Condo
190155.0,Los Angeles,NY,6,3,1668,9748,1970,68,Single Family
603539.0,Los Angeles,NY,2,3,1086,3929,1976,50,Multi-Family
578510.0,San Diego,TX,5,3,2581,2355,1954,20,Single Family
1103122.0,Sacramento,CA,2,2,2931,2144,1970,98,Multi-Family
615962.0,Los Angeles,CA,2,3,3176,7268,1953,40,Multi-Family
1012565.0,Fresno,FL,6,4,965,1073,1970,95,Multi-Family
1246322.0,Los Angeles,FL,6,4,912,1399,1961,41,Townhouse
128445.0,San Francisco,TX,1,1,2206,5397,1982,111,Apartment
1399813.0,Los Angeles,FL,1,2,726,3438,1957,38,Multi-Family
246724.0,Sacramento,IL,3,2,3255,5242,1970,95,Single Family
1445108.0,Fresno,NY,2,4,2395,9573,2000,31,Townhouse
489643.0,San Diego,IL,6,1,3166,8056,1960,25,Apartment
183352.0,San Diego,CA,6,2,2241,1726,1961,70,Multi-Family
490661.0,San Francisco,IL,4,4,2584,2927,1962,34,Single Family
730647.0,San Francisco,IL,5,1,2075,4257,2013,55,Apartment
1123836.0,San Francisco,NY,1,2,919,6556,1989,78,Townhouse
800312.0,San Diego,NY,2,2,2014,2859,1960,111,Multi-Family
247619.0,Fresno,FL,4,1,1697,2200,1997,119,Apartment
879038.0,Los Angeles,FL,2,1,1801,1484,1998,1,Townhouse
735604.0,Fresno,NY,2,3,3951,3078,1983,9,Single Family
1315315.0,San Francisco,FL,1,1,1895,4224,2002,39,Multi-Family
703493.0,Los Angeles,NY,6,3,2228,5244,1964,91,Apartment
1449651.0,Los Angeles,TX,5,3,2332,4235,1953,113,Multi-Family
429050.0,San Diego,CA,1,2,2089,5162,2015,66,Apartment
436227.0,Los Angeles,TX,5,2,881,1670,1974,46,Townhouse
1043402.0,San Francisco,NY,6,3,2741,6549,1968,47,Single Family
1472476.0,San Francisco,FL,2,2,2997,4716,1957,111,Single Family
101342.0,Sacramento,NY,3,1,1658,9733,2021,34,Apartment
1144956.0,Fresno,CA,6,1,1783,6138,1966,78,Apartment
257758.0,San Diego,TX,3,1,2700,9067,1989,44,Condo
159682.0,Sacramento,CA,3,1,3421,2996,1992,39,Multi-Family
1368906.0,San Diego,TX,2,2,692,2137,2003,57,Townhouse
226311.0,Fresno,CA,6,2,2021,8163,1951,88,Multi-Family
242280.0,San Diego,NY,2,3,3560,5320,1972,71,Multi-Family
1371316.0,Sacramento,TX,1,4,1173,7073,2012,98,Single Family
987853.0,San Francisco,FL,6,2,1380,3778,1964,85,Townhouse
461357.0,San Diego,NY,1,3,3427,6943,1980,59,Apartment
349197.0,Sacramento,NY,6,1,3026,7118,2020,67,Townhouse
294826.0,Fresno,NY,1,4,1690,9112,1963,40,Multi-Family
1271947.0,San Diego,FL,6,1,2786,1793,1955,25,Townhouse
830918.0,Los Angeles,NY,3,3,1392,3648,1997,68,Townhouse
671864.0,Los Angeles,NY,1,2,3679,2956,1984,5,Apartment
302419.0,Fresno,CA,4,4,1265,9461,1989,25,Single Family
388660.0,Fresno,TX,3,1,1983,4741,2017,93,Townhouse
1338663.0,San Diego,CA,6,2,1334,1444,1967,45,Townhouse
1433049.0,Fresno,CA,4,2,1496,6335,1961,55,Multi-Family
646444.0,San Francisco,CA,2,2,1647,6325,2004,73,Multi-Family
1413534.0,San Francisco,CA,6,2,2609,6952,1967,38,Condo
878844.0,Sacramento,NY,2,3,2480,4589,1980,51,Apartment
190823.0,Los Angeles,NY,3,3,3946,1509,2003,48,Apartment
248712.0,Los Angeles,TX,4,1,903,6778,1995,16,Townhouse
274794.0,San Diego,CA,1,1,1360,6947,1953,36,Single Family
249833.0,San Diego,CA,5,2,975,3978,1977,43,Apartment
1025908.0,Sacramento,NY,6,2,3658,7281,1985,43,Multi-Family
274061.0,San Francisco,TX,1,3,899,8551,1978,34,Condo
1092223.0,San Francisco,NY,1,4,705,6698,2012,99,Multi-Family
1249985.0,Sacramento,FL,3,2,1298,9755,1997,44,Condo
1052096.0,Fresno,IL,4,4,2604,1813,2019,51,Multi-Family
825149.0,Sacramento,NY,6,3,1482,1355,1952,63,Townhouse
1411144.0,San Diego,IL,3,1,838,7283,1963,103,Condo
860572.0,Sacramento,NY,2,3,3059,4115,1974,12,Single Family
727584.0,Los Angeles,IL,5,1,620,3573,2008,23,Townhouse
795435.0,Fresno,IL,6,1,620,6199,1991,62,Townhouse
849860.0,San Diego,IL,3,1,3777,3451,2008,63,Condo
798115.0,Sacramento,TX,1,3,644,6797,1979,17,Townhouse
773067.0,San Francisco,IL,4,3,2789,7794,2001,48,Multi-Family
260417.0,San Francisco,CA,3,1,3003,3326,2015,95,Condo
1047769.0,San Diego,CA,4,2,3207,3074,1965,118,Single Family
563528.0,Fresno,TX,2,4,1319,2031,2007,72,Townhouse
493415.0,San Francisco,NY,3,3,3905,6897,1994,40,Single Family
1367995.0,Fresno,FL,1,1,3929,8333,1981,64,Multi-Family
1085094.0,San Francisco,TX,5,3,2199,3138,2017,62,Condo
892569.0,San Diego,TX,1,4,2258,4950,1963,82,Single Family
1238734.0,San Diego,FL,2,4,2594,3799,1960,46,Single Family
1386947.0,Sacramento,CA,4,4,745,6797,1969,24,Condo
236746.0,Sacramento,CA,6,4,656,3070,1985,21,Multi-Family
486791.0,Fresno,FL,1,1,2840,8535,2023,118,Condo
482165.0,San Diego,CA,5,4,2110,5859,1980,109,Single Family
1187392.0,Fresno,NY,2,2,949,1361,2004,76,Single Family
950150.0,Los Angeles,TX,5,3,3116,6462,1997,98,Apartment
465036.0,San Francisco,TX,2,3,1727,5285,1986,119,Condo
746966.0,Fresno,TX,4,2,1714,9446,2022,102,Condo
368960.0,Los Angeles,NY,3,1,1447,3020,2009,30,Single Family
1182854.0,San Francisco,CA,2,1,887,3584,1970,17,Single Family
516722.0,San Diego,NY,1,4,3242,9096,1955,40,Single Family
410680.0,Sacramento,CA,1,1,1597,3907,2021,111,Condo
579380.0,San Diego,TX,1,2,3165,7690,1995,2,Multi-Family
1474045.0,Los Angeles,FL,2,4,3031,7696,1982,89,Single Family
1441227.0,San Diego,CA,1,1,1445,8418,1971,15,Single Family
1110787.0,San Diego,FL,1,1,3736,4361,2017,27,Townhouse
894755.0,Sacramento,TX,5,1,3242,4500,2021,3,Townhouse
1340985.0,Los Angeles,FL,4,3,1618,9277,1970,42,Single Family
1118325.0,Los Angeles,TX,5,3,2004,5824,1995,42,Single Family
1148708.0,Sacramento,NY,1,2,2255,8405,2006,80,Multi-Family
286476.0,Los Angeles,IL,2,1,3663,8176,2017,47,Condo
948322.0,Los Angeles,TX,2,1,769,7909,1974,110,Single Family
973256.0,Fresno,FL,1,4,1393,7622,1982,89,Condo
1154506.0,Sacramento,TX,3,2,2342,2659,2009,74,Apartment
323674.0,San Diego,NY,3,3,3826,2310,2016,50,Condo
512841.0,San Francisco,NY,6,1,2735,9513,2012,76,Condo
1280680.0,San Diego,CA,1,4,1800,2769,1969,117,Single Family
888840.0,San Francisco,FL,5,2,796,3561,2000,85,Apartment
930535.0,San Diego,IL,6,1,2476,7792,1962,116,Townhouse
571179.0,Los Angeles,CA,3,3,3745,8006,1959,96,Townhouse
1026442.0,Sacramento,TX,2,2,2333,3991,1999,74,Single Family
572510.0,San Francisco,NY,5,4,3199,1413,2006,77,Apartment
1472070.0,San Diego,CA,2,4,1548,3141,1984,71,Condo
772817.0,Los Angeles,IL,1,2,2603,4509,1960,45,Single Family
1387582.0,San Diego,NY,2,1,602,6137,1994,51,Townhouse
1046192.0,Sacramento,NY,2,4,1636,3931,2005,97,Townhouse
1300827.0,Sacramento,FL,1,3,2500,4567,1950,94,Apartment
1363548.0,Fresno,FL,5,3,1918,5955,2023,24,Multi-Family
388769.0,San Francisco,IL,5,2,993,6247,2011,8,Apartment
1261138.0,Los Angeles,NY,1,4,1999,1148,2006,87,Single Family
1101329.0,Sacramento,CA,2,1,1269,4597,2006,41,Multi-Family
1265663.0,San Diego,CA,6,4,1944,1360,1951,51,Multi-Family
750711.0,Los Angeles,NY,2,4,714,9529,1959,98,Condo
565021.0,Sacramento,FL,2,1,1862,7714,2010,65,Condo
849581.0,Los Angeles,IL,2,1,2560,6991,1963,50,Condo
1242207.0,Los Angeles,CA,5,2,2623,2847,1954,120,Apartment
201977.0,Sacramento,FL,4,4,3967,1610,1989,38,Apartment
370684.0,Sacramento,NY,2,2,3601,4874,2022,116,Condo
658392.0,Fresno,NY,3,3,3652,2429,2012,107,Apartment
588503.0,Sacramento,IL,2,2,1164,7843,1985,14,Condo
974380.0,Sacramento,IL,3,3,2311,1758,2002,43,Apartment
917965.0,San Diego,NY,3,1,2683,7074,1983,59,Townhouse
1148502.0,Sacramento,FL,2,1,1439,4876,1964,119,Apartment
788528.0,San Francisco,CA,6,3,3041,4101,1998,57,Single Family
818315.0,San Francisco,CA,6,1,2055,1305,2005,83,Condo
1092879.0,Los Angeles,NY,1,4,2506,9567,1973,104,Condo
1320556.0,Los Angeles,TX,6,1,1743,3182,2008,82,Condo
516119.0,San Francisco,NY,2,2,2902,1395,2013,58,Townhouse
480363.0,Los Angeles,IL,3,3,953,6404,2000,40,Condo
496535.0,San Francisco,IL,3,3,3590,2197,2013,30,Multi-Family
1251066.0,San Diego,TX,2,4,3990,3339,2020,14,Apartment
1399032.0,Fresno,IL,4,3,1641,4515,2020,52,Apartment
1121373.0,Sacramento,CA,2,1,922,8638,2002,115,Single Family
738847.0,Fresno,CA,4,4,2318,8727,1977,26,Apartment
374385.0,Sacramento,CA,1,3,1237,2493,1995,17,Single Family
943403.0,Fresno,NY,2,3,2514,8687,2000,118,Apartment
788640.0,Los Angeles,IL,6,3,2895,6814,1975,111,Apartment
848296.0,Sacramento,CA,4,2,2050,2341,2004,104,Townhouse
864975.0,Sacramento,CA,5,4,1548,2494,2010,63,Condo
914722.0,Los Angeles,CA,5,4,2707,9964,1953,85,Single Family
571756.0,San Diego,IL,2,2,3053,3780,1989,40,Multi-Family
580818.0,Fresno,IL,1,3,2164,9409,1956,44,Condo
1239119.0,San Diego,CA,4,4,758,1634,1997,43,Apartment
204505.0,Los Angeles,TX,6,4,2770,5520,1966,27,Apartment
644764.0,Fresno,TX,3,3,2213,4506,1964,32,Condo
992364.0,Sacramento,TX,3,3,815,7485,1988,93,Townhouse
1140029.0,Fresno,NY,2,3,1487,9438,2023,5,Townhouse
605861.0,Los Angeles,CA,5,4,1534,6020,1971,63,Condo
1472458.0,Fresno,IL,4,1,2135,7168,1981,119,Townhouse
427572.0,San Francisco,TX,3,1,3940,9098,1986,9,Townhouse
1161421.0,Sacramento,CA,2,3,3313,9610,2005,49,Condo
314414.0,Los Angeles,FL,5,2,2128,3292,1994,79,Townhouse
1265777.0,San Francisco,NY,1,4,1659,9996,1988,25,Multi-Family
789955.0,San Diego,NY,5,3,2036,8558,2022,114,Multi-Family
480974.0,Fresno,NY,2,4,2901,4820,1973,53,Townhouse
686842.0,Fresno,CA,1,4,1977,3530,2002,9,Apartment
944010.0,Fresno,TX,6,3,1657,5619,1979,5,Condo
1325154.0,San Francisco,CA,6,2,1086,5861,1981,99,Condo
1136243.0,San Francisco,NY,3,4,2010,2931,1959,15,Multi-Family
624612.0,San Francisco,CA,3,3,2367,6792,1995,13,Townhouse
